ShipmentID,Shipment date,Shipment Year,Shipment Month,Shipment Day,Shipment Mode,Shipment Days - Scheduled,Delay Shipment
1997,2017-08-27,2017,8,27,Standard Class,4,On time
1998,2017-09-05,2017,9,5,Standard Class,4,On time
1999,2015-06-23,2015,6,23,Second Class,2,On time
2000,2015-10-24,2015,10,24,Same Day,3,On time
2001,2016-04-19,2016,4,19,First Class,1,Late
2002,2016-10-17,2016,10,17,Same Day,3,Late
2003,2017-03-14,2017,3,14,First Class,1,On time
2004,2017-06-15,2017,6,15,First Class,1,Late
2005,2015-05-08,2015,5,8,First Class,1,Late
2006,2015-05-20,2015,5,20,First Class,1,Late
2007,2015-06-01,2015,6,1,First Class,1,Late
2008,2016-01-05,2016,1,5,First Class,1,Late
2009,2016-10-15,2016,10,15,Same Day,3,On time
2010,2017-02-07,2017,2,7,First Class,1,Late
2011,2017-03-30,2017,3,30,Second Class,2,Late
2012,2017-07-28,2017,7,28,Same Day,3,On time
2013,2016-03-13,2016,3,13,Same Day,3,On time
2014,2016-05-31,2016,5,31,Same Day,3,On time
2015,2016-09-03,2016,9,3,Same Day,3,On time
2016,2017-07-18,2017,7,18,Same Day,3,On time
2017,2015-05-23,2015,5,23,Second Class,2,Late
2018,2016-11-23,2016,11,23,Second Class,2,Late
2019,2015-06-16,2015,6,16,Second Class,2,On time
2020,2016-09-30,2016,9,30,Second Class,2,On time
2021,2016-04-12,2016,4,12,Standard Class,4,Late
2022,2015-09-27,2015,9,27,Standard Class,4,On time
2023,2015-11-03,2015,11,3,Standard Class,4,On time
2024,2016-01-10,2016,1,10,Standard Class,4,On time
2025,2016-10-22,2016,10,22,Standard Class,4,On time
2026,2016-10-30,2016,10,30,Standard Class,4,On time
2027,2017-06-13,2017,6,13,Standard Class,4,On time
2028,2017-07-08,2017,7,8,Standard Class,4,On time
2029,2015-05-18,2015,5,18,Same Day,3,On time
2030,2016-04-27,2016,4,27,Same Day,3,On time
2031,2015-03-14,2015,3,14,First Class,1,Late
2032,2015-04-30,2015,4,30,First Class,1,Late
2033,2015-05-31,2015,5,31,First Class,1,Late
2034,2015-10-18,2015,10,18,First Class,1,Late
2035,2016-01-26,2016,1,26,Second Class,2,On time
2036,2016-03-20,2016,3,20,First Class,1,Late
2037,2016-06-12,2016,6,12,First Class,1,Late
2038,2016-10-02,2016,10,2,First Class,1,Late
2039,2016-10-24,2016,10,24,Second Class,2,On time
2040,2016-12-17,2016,12,17,First Class,1,Late
2041,2017-03-21,2017,3,21,Second Class,2,On time
2042,2015-10-16,2015,10,16,First Class,1,Late
2043,2015-10-19,2015,10,19,First Class,1,Late
2044,2015-12-23,2015,12,23,Second Class,2,Late
2045,2016-05-02,2016,5,2,First Class,1,Late
2046,2016-05-16,2016,5,16,Second Class,2,Late
2047,2016-08-22,2016,8,22,Same Day,3,On time
2048,2016-10-05,2016,10,5,First Class,1,Late
2049,2016-11-02,2016,11,2,Second Class,2,On time
2050,2016-12-21,2016,12,21,First Class,1,Late
2051,2017-02-27,2017,2,27,Second Class,2,Late
2052,2017-03-19,2017,3,19,Same Day,3,On time
2053,2015-02-18,2015,2,18,Standard Class,4,Late
2054,2015-11-17,2015,11,17,Standard Class,4,Late
2055,2016-07-10,2016,7,10,Standard Class,4,On time
2056,2016-01-14,2016,1,14,Standard Class,4,Late
2057,2017-03-19,2017,3,19,Second Class,2,On time
2058,2015-02-19,2015,2,19,Second Class,2,Late
2059,2016-11-13,2016,11,13,Same Day,3,Late
2060,2017-04-04,2017,4,4,Standard Class,4,On time
2061,2017-09-11,2017,9,11,Standard Class,4,Late
2062,2015-05-25,2015,5,25,Standard Class,4,Late
2063,2015-08-22,2015,8,22,First Class,1,Late
2064,2015-10-05,2015,10,5,Standard Class,4,Late
2065,2016-04-27,2016,4,27,Standard Class,4,Late
2066,2017-04-08,2017,4,8,Standard Class,4,Late
2067,2017-05-28,2017,5,28,First Class,1,Late
2068,2017-06-02,2017,6,2,Standard Class,4,On time
2069,2017-06-08,2017,6,8,Second Class,2,On time
2070,2015-03-26,2015,3,26,Standard Class,4,On time
2071,2015-06-26,2015,6,26,Second Class,2,Late
2072,2015-11-06,2015,11,6,Standard Class,4,Late
2073,2015-11-22,2015,11,22,Standard Class,4,On time
2074,2016-06-28,2016,6,28,Standard Class,4,On time
2075,2015-02-01,2015,2,1,Second Class,2,Late
2076,2015-04-14,2015,4,14,First Class,1,Late
2077,2015-07-24,2015,7,24,Second Class,2,Late
2078,2015-08-18,2015,8,18,Standard Class,4,Late
2079,2015-11-05,2015,11,5,Standard Class,4,Late
2080,2015-11-25,2015,11,25,Standard Class,4,Late
2081,2016-01-25,2016,1,25,Standard Class,4,Late
2082,2016-01-26,2016,1,26,Standard Class,4,On time
2083,2016-01-31,2016,1,31,Standard Class,4,Late
2084,2016-01-31,2016,1,31,Standard Class,4,On time
2085,2016-02-10,2016,2,10,Standard Class,4,On time
2086,2016-02-17,2016,2,17,Standard Class,4,Late
2087,2016-04-25,2016,4,25,First Class,1,Late
2088,2016-05-28,2016,5,28,Standard Class,4,Late
2089,2016-07-14,2016,7,14,Standard Class,4,On time
2090,2015-07-10,2015,7,10,First Class,1,Late
2091,2016-01-03,2016,1,3,Second Class,2,On time
2092,2016-11-04,2016,11,4,First Class,1,Late
2093,2016-11-08,2016,11,8,Second Class,2,On time
2094,2015-07-03,2015,7,3,Second Class,2,Late
2095,2015-06-14,2015,6,14,Standard Class,4,On time
2096,2015-07-06,2015,7,6,Standard Class,4,Late
2097,2015-11-01,2015,11,1,Standard Class,4,Late
2098,2016-03-20,2016,3,20,Standard Class,4,Late
2099,2016-05-17,2016,5,17,Standard Class,4,Late
2100,2016-09-18,2016,9,18,Standard Class,4,Late
2101,2017-01-29,2017,1,29,Standard Class,4,Late
2102,2017-02-01,2017,2,1,First Class,1,Late
2103,2015-01-07,2015,1,7,Same Day,3,Late
2104,2015-02-25,2015,2,25,Second Class,2,Late
2105,2015-03-29,2015,3,29,Same Day,3,On time
2106,2015-05-24,2015,5,24,Standard Class,4,On time
2107,2015-09-21,2015,9,21,Standard Class,4,On time
2108,2015-10-30,2015,10,30,First Class,1,Late
2109,2015-11-09,2015,11,9,First Class,1,Late
2110,2016-12-19,2016,12,19,Standard Class,4,Late
2111,2017-04-06,2017,4,6,Standard Class,4,On time
2112,2015-01-20,2015,1,20,Second Class,2,Late
2113,2015-07-24,2015,7,24,Standard Class,4,Late
2114,2015-12-06,2015,12,6,Standard Class,4,On time
2115,2016-08-01,2016,8,1,Standard Class,4,On time
2116,2015-03-20,2015,3,20,Standard Class,4,Late
2117,2015-05-06,2015,5,6,Standard Class,4,Late
2118,2016-01-08,2016,1,8,Second Class,2,Late
2119,2016-02-15,2016,2,15,Standard Class,4,On time
2120,2016-03-10,2016,3,10,Second Class,2,Late
2121,2016-10-27,2016,10,27,Same Day,3,On time
2122,2016-12-23,2016,12,23,Second Class,2,On time
2123,2015-01-05,2015,1,5,Same Day,3,On time
2124,2015-01-12,2015,1,12,Standard Class,4,Late
2125,2016-04-17,2016,4,17,Second Class,2,Late
2126,2016-07-31,2016,7,31,Second Class,2,Late
2127,2017-09-09,2017,9,9,Second Class,2,Late
2128,2015-01-22,2015,1,22,First Class,1,Late
2129,2015-02-12,2015,2,12,Second Class,2,Late
2130,2015-03-05,2015,3,5,Second Class,2,On time
2131,2015-03-19,2015,3,19,Second Class,2,On time
2132,2015-04-02,2015,4,2,Second Class,2,Late
2133,2015-04-23,2015,4,23,Same Day,3,On time
2134,2015-08-01,2015,8,1,First Class,1,Late
2135,2015-09-17,2015,9,17,Second Class,2,Late
2136,2015-11-08,2015,11,8,Standard Class,4,On time
2137,2016-02-17,2016,2,17,Standard Class,4,On time
2138,2016-04-17,2016,4,17,Standard Class,4,On time
2139,2016-04-20,2016,4,20,Standard Class,4,On time
2140,2016-08-17,2016,8,17,Standard Class,4,On time
2141,2016-09-22,2016,9,22,Standard Class,4,On time
2142,2016-10-16,2016,10,16,Second Class,2,On time
2143,2016-11-15,2016,11,15,Standard Class,4,On time
2144,2016-11-27,2016,11,27,Standard Class,4,Late
2145,2016-12-12,2016,12,12,Second Class,2,Late
2146,2017-03-15,2017,3,15,Second Class,2,On time
2147,2015-02-27,2015,2,27,First Class,1,Late
2148,2015-05-16,2015,5,16,Second Class,2,Late
2149,2016-02-09,2016,2,9,First Class,1,Late
2150,2016-03-21,2016,3,21,Standard Class,4,Late
2151,2016-08-21,2016,8,21,Standard Class,4,Late
2152,2016-10-13,2016,10,13,Standard Class,4,On time
2153,2017-04-18,2017,4,18,Second Class,2,Late
2154,2017-04-26,2017,4,26,Same Day,3,Late
2155,2016-02-11,2016,2,11,First Class,1,Late
2156,2016-02-11,2016,2,11,Second Class,2,Late
2157,2016-04-24,2016,4,24,Standard Class,4,On time
2158,2016-12-05,2016,12,5,Same Day,3,On time
2159,2017-02-18,2017,2,18,Second Class,2,On time
2160,2017-03-20,2017,3,20,Second Class,2,On time
2161,2015-01-18,2015,1,18,Same Day,3,Late
2162,2016-12-14,2016,12,14,Standard Class,4,On time
2163,2017-01-27,2017,1,27,First Class,1,Late
2164,2017-04-06,2017,4,6,First Class,1,Late
2165,2017-07-14,2017,7,14,Second Class,2,Late
2166,2017-08-21,2017,8,21,Second Class,2,On time
2167,2015-05-05,2015,5,5,Same Day,3,On time
2168,2015-07-21,2015,7,21,Second Class,2,Late
2169,2015-11-17,2015,11,17,First Class,1,Late
2170,2016-11-03,2016,11,3,Standard Class,4,Late
2171,2015-03-09,2015,3,9,Second Class,2,Late
2172,2017-03-26,2017,3,26,Second Class,2,Late
2173,2016-02-26,2016,2,26,Second Class,2,On time
2174,2016-04-12,2016,4,12,Second Class,2,On time
2175,2016-07-20,2016,7,20,Second Class,2,Late
2176,2016-12-12,2016,12,12,First Class,1,Late
2177,2017-02-26,2017,2,26,First Class,1,Late
2178,2017-03-06,2017,3,6,First Class,1,Late
2179,2017-06-02,2017,6,2,Second Class,2,Late
2180,2015-01-24,2015,1,24,Standard Class,4,On time
2181,2015-03-10,2015,3,10,Standard Class,4,On time
2182,2015-07-18,2015,7,18,Standard Class,4,Late
2183,2015-08-23,2015,8,23,Standard Class,4,Late
2184,2015-09-21,2015,9,21,Standard Class,4,Late
2185,2017-04-28,2017,4,28,Standard Class,4,On time
2186,2016-02-27,2016,2,27,Standard Class,4,On time
2187,2016-03-16,2016,3,16,Standard Class,4,Late
2188,2016-10-09,2016,10,9,Standard Class,4,On time
2189,2016-11-15,2016,11,15,Standard Class,4,Late
2190,2017-04-02,2017,4,2,Standard Class,4,On time
2191,2015-06-04,2015,6,4,Second Class,2,Late
2192,2015-11-09,2015,11,9,Second Class,2,Late
2193,2016-06-11,2016,6,11,Second Class,2,On time
2194,2016-07-30,2016,7,30,Same Day,3,On time
2195,2016-08-10,2016,8,10,Second Class,2,Late
2196,2016-11-07,2016,11,7,Second Class,2,On time
2197,2017-07-04,2017,7,4,First Class,1,Late
2198,2015-02-17,2015,2,17,First Class,1,Late
2199,2015-02-26,2015,2,26,Same Day,3,Late
2200,2015-03-07,2015,3,7,Standard Class,4,Late
2201,2015-08-11,2015,8,11,Second Class,2,Late
2202,2015-10-26,2015,10,26,Standard Class,4,Late
2203,2015-11-12,2015,11,12,Second Class,2,Late
2204,2015-11-23,2015,11,23,Second Class,2,Late
2205,2016-01-06,2016,1,6,Standard Class,4,Late
2206,2016-03-11,2016,3,11,Standard Class,4,On time
2207,2016-05-08,2016,5,8,Second Class,2,Late
2208,2016-06-13,2016,6,13,Standard Class,4,Late
2209,2016-11-13,2016,11,13,First Class,1,Late
2210,2016-11-21,2016,11,21,Standard Class,4,Late
2211,2016-11-29,2016,11,29,Standard Class,4,Late
2212,2016-12-31,2016,12,31,Second Class,2,Late
2213,2017-02-10,2017,2,10,Second Class,2,On time
2214,2017-03-06,2017,3,6,Same Day,3,Late
2215,2017-05-04,2017,5,4,First Class,1,Late
2216,2017-09-30,2017,9,30,Standard Class,4,Late
2217,2015-03-16,2015,3,16,Standard Class,4,Late
2218,2015-10-20,2015,10,20,Standard Class,4,Late
2219,2016-06-19,2016,6,19,Standard Class,4,Late
2220,2016-09-07,2016,9,7,First Class,1,Late
2221,2017-02-05,2017,2,5,Standard Class,4,On time
2222,2017-02-24,2017,2,24,Second Class,2,Late
2223,2017-03-12,2017,3,12,Second Class,2,Late
2224,2017-10-03,2017,10,3,First Class,1,Late
2225,2015-09-30,2015,9,30,Second Class,2,On time
2226,2015-12-09,2015,12,9,Second Class,2,Late
2227,2016-04-02,2016,4,2,First Class,1,Late
2228,2016-04-07,2016,4,7,Same Day,3,Late
2229,2017-07-07,2017,7,7,Standard Class,4,On time
2230,2015-05-20,2015,5,20,Standard Class,4,On time
2231,2015-09-19,2015,9,19,Standard Class,4,On time
2232,2017-03-19,2017,3,19,Standard Class,4,On time
2233,2015-03-19,2015,3,19,Standard Class,4,Late
2234,2015-03-25,2015,3,25,Standard Class,4,Late
2235,2015-04-12,2015,4,12,Standard Class,4,Late
2236,2015-07-28,2015,7,28,Standard Class,4,Late
2237,2015-08-10,2015,8,10,Standard Class,4,Late
2238,2015-09-11,2015,9,11,Second Class,2,Late
2239,2015-11-01,2015,11,1,Second Class,2,Late
2240,2015-10-28,2015,10,28,Standard Class,4,Late
2241,2016-06-06,2016,6,6,Second Class,2,Late
2242,2017-01-05,2017,1,5,Standard Class,4,Late
2243,2017-01-12,2017,1,12,First Class,1,Late
2244,2017-02-13,2017,2,13,First Class,1,Late
2245,2017-02-26,2017,2,26,Second Class,2,Late
2246,2017-03-05,2017,3,5,Standard Class,4,Late
2247,2017-06-21,2017,6,21,Standard Class,4,Late
2248,2015-04-28,2015,4,28,Same Day,3,On time
2249,2016-02-22,2016,2,22,Standard Class,4,On time
2250,2016-04-24,2016,4,24,First Class,1,Late
2251,2016-08-26,2016,8,26,Standard Class,4,Late
2252,2016-11-24,2016,11,24,First Class,1,Late
2253,2017-02-15,2017,2,15,First Class,1,Late
2254,2015-01-15,2015,1,15,Standard Class,4,On time
2255,2015-03-02,2015,3,2,First Class,1,On time
2256,2015-05-23,2015,5,23,Second Class,2,On time
2257,2015-08-30,2015,8,30,Same Day,3,On time
2258,2016-09-10,2016,9,10,Second Class,2,On time
2259,2015-04-04,2015,4,4,Standard Class,4,On time
2260,2015-04-12,2015,4,12,First Class,1,Late
2261,2015-06-27,2015,6,27,Second Class,2,Late
2262,2015-09-20,2015,9,20,Second Class,2,Late
2263,2015-10-18,2015,10,18,Standard Class,4,On time
2264,2015-12-31,2015,12,31,Same Day,3,On time
2265,2016-04-14,2016,4,14,Standard Class,4,On time
2266,2016-08-30,2016,8,30,First Class,1,Late
2267,2016-11-14,2016,11,14,Standard Class,4,Late
2268,2017-01-09,2017,1,9,Standard Class,4,Late
2269,2017-03-28,2017,3,28,Second Class,2,Late
2270,2017-04-01,2017,4,1,Standard Class,4,On time
2271,2017-06-16,2017,6,16,Standard Class,4,Late
2272,2017-07-01,2017,7,1,Standard Class,4,Late
2273,2017-07-14,2017,7,14,First Class,1,Late
2274,2017-05-21,2017,5,21,Second Class,2,On time
2275,2017-06-19,2017,6,19,Second Class,2,Late
2276,2017-06-27,2017,6,27,Standard Class,4,Late
2277,2017-06-22,2017,6,22,Same Day,3,On time
2278,2017-09-10,2017,9,10,Standard Class,4,On time
2279,2015-06-27,2015,6,27,First Class,1,On time
2280,2015-07-17,2015,7,17,Second Class,2,On time
2281,2015-07-30,2015,7,30,Second Class,2,Late
2282,2015-08-31,2015,8,31,First Class,1,On time
2283,2015-09-24,2015,9,24,Second Class,2,On time
2284,2017-06-01,2017,6,1,Second Class,2,On time
2285,2015-07-24,2015,7,24,Standard Class,4,On time
2286,2016-03-24,2016,3,24,Standard Class,4,On time
2287,2016-06-16,2016,6,16,Standard Class,4,Late
2288,2016-08-11,2016,8,11,Standard Class,4,On time
2289,2016-09-09,2016,9,9,Standard Class,4,On time
2290,2015-02-10,2015,2,10,Standard Class,4,On time
2291,2015-04-25,2015,4,25,Standard Class,4,On time
2292,2015-07-05,2015,7,5,First Class,1,On time
2293,2015-07-13,2015,7,13,Same Day,3,On time
2294,2015-08-07,2015,8,7,First Class,1,On time
2295,2015-11-29,2015,11,29,Same Day,3,On time
2296,2016-01-07,2016,1,7,Second Class,2,On time
2297,2016-01-27,2016,1,27,Standard Class,4,On time
2298,2016-05-13,2016,5,13,First Class,1,Late
2299,2016-06-02,2016,6,2,Same Day,3,Late
2300,2016-09-06,2016,9,6,Second Class,2,Late
2301,2016-09-27,2016,9,27,Standard Class,4,Late
2302,2016-10-06,2016,10,6,Second Class,2,Late
2303,2016-10-25,2016,10,25,Second Class,2,Late
2304,2017-01-13,2017,1,13,Same Day,3,Late
2305,2017-03-13,2017,3,13,Second Class,2,Late
2306,2017-05-18,2017,5,18,Second Class,2,Late
2307,2017-07-03,2017,7,3,First Class,1,Late
2308,2017-08-29,2017,8,29,Second Class,2,Late
2309,2017-10-06,2017,10,6,Second Class,2,Late
2310,2015-09-11,2015,9,11,Standard Class,4,Late
2311,2016-01-09,2016,1,9,Second Class,2,Late
2312,2016-08-02,2016,8,2,Standard Class,4,Late
2313,2017-06-06,2017,6,6,First Class,1,Late
2314,2015-03-10,2015,3,10,Second Class,2,On time
2315,2015-09-01,2015,9,1,Second Class,2,On time
2316,2015-12-20,2015,12,20,Second Class,2,On time
2317,2016-04-01,2016,4,1,Standard Class,4,On time
2318,2016-04-05,2016,4,5,Second Class,2,Late
2319,2016-04-10,2016,4,10,Second Class,2,Late
2320,2016-04-30,2016,4,30,Standard Class,4,Late
2321,2016-12-31,2016,12,31,First Class,1,Late
2322,2017-01-18,2017,1,18,Second Class,2,Late
2323,2017-02-08,2017,2,8,Standard Class,4,Late
2324,2017-06-28,2017,6,28,First Class,1,Late
2325,2017-08-26,2017,8,26,Standard Class,4,Late
2326,2017-10-01,2017,10,1,First Class,1,Late
2327,2015-07-05,2015,7,5,Standard Class,4,Late
2328,2015-10-07,2015,10,7,Standard Class,4,Late
2329,2016-01-16,2016,1,16,Standard Class,4,Late
2330,2016-03-24,2016,3,24,Second Class,2,Late
2331,2016-06-25,2016,6,25,Standard Class,4,Late
2332,2017-04-30,2017,4,30,Second Class,2,Late
2333,2017-08-23,2017,8,23,Standard Class,4,Late
2334,2015-02-24,2015,2,24,Standard Class,4,On time
2335,2015-04-22,2015,4,22,First Class,1,Late
2336,2016-02-27,2016,2,27,Second Class,2,Late
2337,2016-05-18,2016,5,18,First Class,1,Late
2338,2016-08-04,2016,8,4,Standard Class,4,Late
2339,2016-10-26,2016,10,26,Standard Class,4,Late
2340,2017-01-13,2017,1,13,Standard Class,4,Late
2341,2017-03-10,2017,3,10,First Class,1,Late
2342,2017-05-30,2017,5,30,Standard Class,4,Late
2343,2017-08-26,2017,8,26,Second Class,2,Late
2344,2017-09-14,2017,9,14,Standard Class,4,Late
2345,2017-09-20,2017,9,20,Standard Class,4,On time
2346,2015-06-04,2015,6,4,Standard Class,4,On time
2347,2015-08-28,2015,8,28,First Class,1,On time
2348,2015-08-31,2015,8,31,Second Class,2,On time
2349,2016-03-10,2016,3,10,Second Class,2,On time
2350,2016-04-05,2016,4,5,Same Day,3,On time
2351,2016-08-11,2016,8,11,Same Day,3,On time
2352,2015-04-09,2015,4,9,First Class,1,Late
2353,2015-05-07,2015,5,7,First Class,1,Late
2354,2015-09-01,2015,9,1,First Class,1,Late
2355,2015-09-25,2015,9,25,First Class,1,Late
2356,2015-11-18,2015,11,18,Second Class,2,Late
2357,2016-02-17,2016,2,17,Second Class,2,Late
2358,2016-05-01,2016,5,1,First Class,1,Late
2359,2017-01-27,2017,1,27,Same Day,3,Late
2360,2017-05-30,2017,5,30,Second Class,2,On time
2361,2017-06-07,2017,6,7,Same Day,3,On time
2362,2017-07-19,2017,7,19,Second Class,2,On time
2363,2015-04-28,2015,4,28,Standard Class,4,On time
2364,2015-05-14,2015,5,14,Standard Class,4,On time
2365,2015-08-11,2015,8,11,Standard Class,4,On time
2366,2015-08-21,2015,8,21,Standard Class,4,On time
2367,2016-04-05,2016,4,5,Standard Class,4,Late
2368,2016-06-15,2016,6,15,First Class,1,Late
2369,2016-06-22,2016,6,22,Standard Class,4,Late
2370,2016-07-25,2016,7,25,Standard Class,4,Late
2371,2016-08-26,2016,8,26,Same Day,3,Late
2372,2016-10-24,2016,10,24,Standard Class,4,Late
2373,2016-11-11,2016,11,11,Same Day,3,Late
2374,2017-01-15,2017,1,15,Standard Class,4,Late
2375,2015-06-11,2015,6,11,Standard Class,4,On time
2376,2015-07-02,2015,7,2,Second Class,2,On time
2377,2015-10-22,2015,10,22,Second Class,2,On time
2378,2016-12-27,2016,12,27,Second Class,2,Late
2379,2017-05-01,2017,5,1,Second Class,2,Late
2380,2017-07-01,2017,7,1,Second Class,2,Late
2381,2017-07-06,2017,7,6,Standard Class,4,Late
2382,2015-01-26,2015,1,26,Same Day,3,On time
2383,2015-05-19,2015,5,19,First Class,1,On time
2384,2015-07-14,2015,7,14,Second Class,2,On time
2385,2016-05-07,2016,5,7,Second Class,2,On time
2386,2016-05-31,2016,5,31,Second Class,2,On time
2387,2016-11-10,2016,11,10,First Class,1,On time
2388,2017-02-17,2017,2,17,First Class,1,On time
2389,2017-08-26,2017,8,26,First Class,1,On time
2390,2015-03-08,2015,3,8,Second Class,2,On time
2391,2015-04-25,2015,4,25,First Class,1,Late
2392,2015-08-07,2015,8,7,First Class,1,Late
2393,2015-09-02,2015,9,2,Second Class,2,Late
2394,2015-11-24,2015,11,24,Standard Class,4,On time
2395,2016-02-19,2016,2,19,Standard Class,4,On time
2396,2016-05-27,2016,5,27,Standard Class,4,On time
2397,2016-09-24,2016,9,24,Standard Class,4,On time
2398,2017-01-05,2017,1,5,Standard Class,4,On time
2399,2017-01-07,2017,1,7,Standard Class,4,On time
2400,2017-03-06,2017,3,6,Standard Class,4,On time
2401,2017-06-08,2017,6,8,Standard Class,4,On time
2402,2017-06-28,2017,6,28,Standard Class,4,On time
2403,2017-07-09,2017,7,9,Standard Class,4,On time
2404,2015-06-13,2015,6,13,Second Class,2,On time
2405,2015-08-15,2015,8,15,Second Class,2,Late
2406,2015-08-25,2015,8,25,Standard Class,4,On time
2407,2015-10-07,2015,10,7,Standard Class,4,On time
2408,2016-08-27,2016,8,27,Standard Class,4,Late
2409,2016-10-31,2016,10,31,Same Day,3,On time
2410,2017-02-27,2017,2,27,Same Day,3,On time
2411,2017-09-19,2017,9,19,Second Class,2,On time
2412,2015-02-21,2015,2,21,Standard Class,4,On time
2413,2015-04-11,2015,4,11,First Class,1,Late
2414,2015-05-22,2015,5,22,Standard Class,4,On time
